player_name,birthday,bmi,date,overall_rating,potential,preferred_foot,long_shots,attack,skill,movement,power,mentality,defend,goal_keep
Ricardo Kishna,1995-01-04,23.06,2016-05-05,75.0,82.0,left,66.0,66.2,73.6,75.2,64.2,48.8,27.7,10.2
Ricardo Leon,1983-02-08,22.16,2016-05-12,65.0,65.0,right,62.0,53.6,60.8,45.2,62.6,62.2,57.0,10.2
Ricardo Nascimento,1987-02-07,23.24,2016-04-14,70.0,70.0,left,29.0,53.2,53.0,49.8,58.0,47.6,73.3,12.0
Ricardo Nunes,1986-06-18,22.45,2016-05-05,65.0,65.0,left,63.0,50.6,65.6,67.8,63.0,57.2,63.0,11.2
Ricardo Oliveira,1980-05-06,24.82,2016-01-21,79.0,79.0,right,75.0,71.6,71.0,71.4,75.2,63.8,39.0,11.8
Ricardo Osorio,1980-03-30,23.78,2016-04-07,69.0,69.0,right,45.0,61.4,59.0,63.4,64.4,62.8,72.0,12.0
Ricardo Pereira,1993-10-06,22.74,2016-05-12,74.0,81.0,right,69.0,68.2,71.2,80.8,66.4,71.2,70.7,13.0
Ricardo Quaresma,1983-09-26,21.86,2016-05-05,80.0,80.0,right,83.0,71.0,83.4,81.6,72.4,62.0,13.3,11.2
Ricardo Rodriguez,1992-08-25,23.71,2016-02-25,82.0,86.0,left,73.0,74.4,80.4,76.6,75.6,77.6,84.3,13.2
Ricardo Valente,1991-04-03,22.73,2016-04-21,71.0,75.0,right,72.0,69.8,55.8,71.6,73.2,57.2,17.7,11.8
Ricardo van Rhijn,1991-06-13,22.81,2016-05-05,73.0,77.0,right,67.0,65.6,70.0,75.0,72.8,61.8,73.3,10.8
Ricardo Vaz Te,1986-10-01,22.6,2016-02-04,70.0,70.0,right,69.0,68.2,66.0,71.8,70.8,64.4,29.3,11.4
Riccardo Calder,1996-01-26,23.6,2016-06-09,52.0,66.0,left,48.0,47.8,47.0,61.2,56.6,48.8,48.7,12.2
Riccardo Colombo,1982-12-01,23.33,2016-05-12,65.0,65.0,right,54.0,55.0,54.4,67.6,71.0,55.4,60.7,8.2
Riccardo Fiamozzi,1993-05-18,24.81,2016-04-21,65.0,72.0,right,47.0,47.2,53.6,73.8,67.4,46.6,64.0,12.6
Riccardo Gagliolo,1990-04-28,23.01,2016-04-28,71.0,73.0,left,57.0,52.8,40.4,72.8,71.8,48.2,75.0,10.0
Riccardo Improta,1993-12-19,25.97,2016-04-07,66.0,74.0,right,46.0,53.4,51.2,75.8,53.6,41.0,13.7,10.4
Riccardo Meggiorini,1985-09-04,23.33,2016-04-28,75.0,75.0,left,61.0,70.0,65.2,76.2,71.2,57.2,24.7,5.6
Riccardo Montolivo,1985-01-18,23.6,2016-05-12,79.0,79.0,right,82.0,71.2,80.2,65.0,72.2,73.6,61.3,3.8
Riccardo Saponara,1991-12-21,21.84,2016-05-12,78.0,83.0,right,69.0,69.0,78.0,74.0,70.0,60.2,27.7,4.2
Richairo Zivkovic,1996-09-05,21.18,2016-02-04,68.0,77.0,right,67.0,62.4,57.2,72.4,66.6,49.0,13.7,8.6
Richard Foster,1985-07-31,23.78,2016-03-10,62.0,62.0,right,19.0,42.6,52.2,75.8,58.2,42.8,56.7,10.4
Richard Garcia,1981-09-04,22.18,2016-03-17,62.0,62.0,right,63.0,61.0,63.6,60.2,62.4,58.2,55.0,9.4
Richard Guzmics,1987-04-16,24.25,2016-04-14,68.0,68.0,right,37.0,40.0,42.8,54.0,66.0,54.0,66.3,8.8
Richard Magyar,1991-05-03,23.12,2016-05-12,64.0,68.0,right,37.0,46.6,49.4,56.6,54.8,48.6,64.3,12.8
Richard Ofori,1993-04-24,20.36,2016-04-14,67.0,73.0,left,28.0,47.8,49.2,75.4,59.8,49.4,65.3,10.0
Richard Socrier,1979-03-28,24.14,2016-04-14,62.0,62.0,right,57.0,55.2,52.2,53.2,67.2,55.0,25.0,9.0
Richard Stearman,1987-08-19,21.0,2016-04-21,72.0,72.0,right,43.0,49.0,44.0,60.4,61.2,54.2,74.0,10.4
Richard Strebinger,1993-02-14,24.1,2016-02-18,64.0,72.0,right,14.0,16.6,16.6,40.0,40.4,16.6,13.7,63.4
Richard Towell,1991-07-17,22.2,2016-01-07,66.0,70.0,right,59.0,61.2,62.8,74.4,72.8,65.0,60.7,9.0
Richie Foran,1980-06-16,22.69,2016-03-10,64.0,64.0,left,54.0,62.8,61.4,63.6,63.4,65.8,57.7,11.0
Richmond Boakye,1993-01-28,23.71,2016-02-04,68.0,74.0,right,60.0,63.6,47.6,68.4,70.2,54.4,19.7,10.8
Rick Dekker,1995-03-15,20.82,2016-03-03,66.0,75.0,right,55.0,50.8,62.2,67.2,60.2,66.2,67.0,10.0
Rick Karsdorp,1995-02-11,23.87,2016-04-07,73.0,80.0,right,69.0,67.2,67.8,74.2,75.4,68.8,71.3,13.0
Rickie Lambert,1982-02-16,21.83,2016-03-10,75.0,75.0,right,74.0,74.0,74.6,57.2,76.0,72.0,25.0,12.4
Ricky van Wolfswinkel,1989-01-27,21.51,2016-01-28,73.0,74.0,right,68.0,69.2,64.4,71.4,69.8,66.8,28.7,10.8
Rico Strieder,1992-07-06,22.15,2016-04-07,67.0,74.0,right,32.0,53.2,56.4,70.0,58.4,56.6,63.7,11.0
Ridgeciano Haps,1993-06-12,21.56,2016-02-18,70.0,75.0,left,51.0,53.6,62.2,76.8,60.8,60.2,69.3,11.0
Riechedly Bazoer,1996-10-12,22.11,2016-04-07,77.0,88.0,right,73.0,69.6,69.6,75.2,76.2,65.4,65.0,10.6
Riku Riski,1989-08-16,22.15,2016-04-28,65.0,67.0,right,63.0,64.6,62.8,77.4,68.4,57.6,42.0,11.6
Rincon,1987-05-31,22.6,2016-05-05,75.0,75.0,right,41.0,46.4,36.8,50.2,66.0,51.6,76.7,10.4
Ritchie De Laet,1988-11-28,22.43,2016-06-09,72.0,72.0,right,42.0,52.2,51.2,72.4,65.2,58.6,71.7,13.2
Riyad Mahrez,1991-02-21,19.66,2016-05-12,81.0,85.0,left,74.0,70.0,78.6,81.8,68.0,62.0,24.0,10.8
Rob Schoofs,1994-03-23,20.92,2016-04-28,69.0,75.0,left,65.0,62.2,68.6,69.2,66.0,63.8,51.0,9.8
Robbert Schilder,1986-04-18,24.68,2016-02-04,68.0,68.0,left,74.0,67.4,70.4,62.0,74.8,67.6,70.3,9.6
Robbie Keane,1980-07-08,23.78,2016-02-19,80.0,80.0,right,81.0,76.2,75.2,76.8,73.0,68.6,23.7,12.6
Robbie Kruse,1988-10-05,22.18,2016-05-05,73.0,74.0,right,70.0,65.8,63.6,76.8,66.2,62.6,37.7,13.2
Robbie Muirhead,1996-03-08,22.0,2016-03-10,62.0,76.0,left,67.0,50.6,44.8,61.0,69.4,44.6,19.0,12.6
Robert Acquafresca,1987-09-11,23.06,2016-05-05,68.0,68.0,right,44.0,65.2,54.6,64.4,63.4,49.8,12.3,11.8
Robert Bauer,1995-04-09,22.78,2016-05-05,66.0,73.0,right,59.0,55.0,56.0,64.8,66.8,59.2,68.0,11.6
Robert Beric,1991-06-17,22.6,2016-06-23,74.0,78.0,right,66.0,68.2,66.2,67.6,73.4,66.2,32.0,14.0
Robert Brady,1992-01-14,22.45,2016-05-12,75.0,77.0,left,74.0,66.8,76.8,77.6,74.6,63.0,62.7,9.4
Robert Demjan,1982-10-26,22.78,2016-02-18,65.0,65.0,right,65.0,62.0,55.2,61.0,70.4,58.2,21.0,12.6
Robert Elliot,1986-04-30,26.32,2016-03-17,69.0,69.0,left,12.0,16.2,19.2,51.6,35.6,24.8,14.0,69.2
Robert Green,1980-01-18,25.62,2016-04-21,76.0,76.0,right,11.0,16.8,14.4,50.2,37.2,27.6,11.7,74.0
Robert Gucher,1991-02-20,23.06,2016-05-12,70.0,74.0,right,74.0,51.6,64.8,63.4,72.4,66.6,45.7,8.6
Robert Huth,1984-08-18,24.25,2016-05-12,78.0,78.0,right,54.0,55.4,48.6,45.8,69.8,58.2,79.0,11.8
Robert Ibanez,1993-03-22,23.18,2016-03-03,73.0,80.0,right,66.0,65.6,67.6,78.8,58.6,63.8,44.0,10.6
Robert Jones,1979-11-03,19.15,2016-04-28,65.0,65.0,left,25.0,40.6,29.6,35.6,52.8,46.2,66.3,9.0
Robert Klaasen,1993-09-06,23.39,2016-01-07,64.0,70.0,left,68.0,62.8,69.2,65.4,66.2,60.4,60.0,9.0
Robert Lewandowski,1988-08-21,22.96,2016-01-28,88.0,89.0,right,82.0,80.0,76.4,80.8,82.2,72.4,28.7,10.2
Robert Mak,1991-03-08,24.68,2016-02-04,74.0,78.0,right,65.0,67.8,69.6,78.2,67.0,59.4,27.7,9.2
Robert Muehren,1989-05-18,23.99,2016-05-05,68.0,69.0,right,70.0,63.6,62.4,67.2,65.2,55.4,31.3,10.4
Robert Pich,1988-11-12,22.81,2016-03-10,66.0,67.0,right,70.0,59.6,57.4,75.6,61.0,46.4,27.7,9.2
Robert Snodgrass,1987-09-07,23.06,2016-04-21,74.0,74.0,left,77.0,67.2,77.0,67.6,73.0,70.6,41.7,11.8
Robert Tesche,1987-05-27,21.9,2016-04-21,69.0,69.0,right,71.0,69.8,68.6,69.0,74.8,66.4,64.0,11.2
Robert Zillner,1985-08-04,22.11,2016-05-05,66.0,66.0,left,68.0,57.6,62.4,67.6,67.6,57.2,55.3,11.2
Roberto Canella,1988-02-07,22.45,2016-04-28,72.0,72.0,left,55.0,57.0,66.6,76.0,67.6,63.0,70.0,12.4
Roberto Correa,1992-09-29,22.78,2016-03-03,67.0,72.0,right,36.0,51.6,48.0,68.4,63.0,56.4,70.3,11.4
Roberto Crivello,1991-09-14,23.43,2016-04-21,67.0,71.0,left,38.0,48.4,46.8,62.6,56.0,41.2,71.7,9.2
Roberto Firmino,1991-10-02,23.43,2016-03-10,82.0,86.0,right,79.0,76.6,77.8,78.6,77.8,66.6,35.7,8.8
Roberto Gagliardini,1994-04-07,21.83,2016-04-21,60.0,67.0,right,58.0,43.6,53.0,60.0,57.4,52.0,46.0,8.4
Roberto Inglese,1991-11-12,24.67,2016-04-28,70.0,75.0,right,58.0,60.8,51.6,60.6,73.4,46.8,12.7,11.0
Roberto Pereyra,1991-01-07,23.06,2016-05-12,80.0,83.0,right,73.0,71.0,79.4,81.2,73.4,75.2,69.3,8.8
Roberto Rodriguez,1990-07-28,23.43,2016-05-12,67.0,70.0,right,37.0,56.0,62.6,75.0,58.4,55.0,42.7,10.0
Roberto Rosales,1988-11-20,22.74,2016-02-18,76.0,77.0,right,63.0,63.2,71.0,79.6,72.0,65.2,73.0,11.6
Roberto Soldado,1985-05-27,22.73,2016-05-12,79.0,79.0,right,74.0,78.6,70.2,69.8,75.4,71.0,37.3,11.0
Roberto Soriano,1991-02-08,22.78,2016-05-12,76.0,79.0,right,65.0,68.6,71.4,73.6,69.4,69.2,61.3,12.2
Roberto Torres,1989-03-17,22.81,2016-03-17,70.0,71.0,right,72.0,58.4,68.4,70.4,70.0,66.6,50.0,10.4
Roberto Trashorras,1981-02-28,22.53,2016-04-28,79.0,79.0,right,77.0,66.6,82.2,54.4,65.0,76.2,72.0,13.0
Roberto Vitiello,1983-05-08,22.74,2016-01-14,72.0,72.0,right,44.0,55.6,47.4,69.2,53.4,56.2,75.7,6.8
Robin Gosens,1994-07-05,22.78,2016-04-21,66.0,73.0,left,67.0,59.8,66.8,68.4,73.2,61.4,66.7,12.8
Robin Henkens,1988-09-12,23.78,2016-04-14,65.0,66.0,right,67.0,61.0,66.4,68.8,65.4,62.4,55.0,13.6
Robin Huser,1998-01-24,21.48,2016-03-03,47.0,63.0,right,29.0,38.6,42.8,65.0,49.0,46.0,46.7,12.2
Robin Kamber,1996-02-15,23.5,2016-04-21,52.0,65.0,right,40.0,51.0,54.6,56.8,47.0,46.0,43.3,9.6
Robin Knoche,1992-05-22,21.25,2016-05-05,76.0,79.0,right,35.0,49.0,48.4,59.6,60.4,52.2,79.3,11.8
Robin Propper,1993-09-23,22.03,2016-03-03,66.0,73.0,right,71.0,46.0,62.4,61.0,71.0,52.6,66.7,10.6
Robin Quaison,1993-10-09,22.78,2016-05-12,73.0,80.0,right,71.0,63.8,69.8,75.8,68.0,57.4,55.3,10.4
Robin van Persie,1983-08-06,20.16,2016-05-12,81.0,81.0,left,82.0,79.2,80.6,67.6,71.2,67.4,25.3,7.8
Rochdi Achenteh,1988-03-07,23.13,2016-03-31,67.0,67.0,left,54.0,53.0,69.8,69.0,59.6,68.8,67.7,10.4
Rod Fanni,1981-12-06,22.69,2016-02-18,74.0,74.0,right,58.0,58.6,65.2,67.2,68.4,66.2,74.3,13.4
Roderic Filippi,1989-02-25,25.09,2016-02-25,69.0,70.0,right,20.0,41.6,40.2,43.0,57.8,45.2,70.0,11.0
Roderick Miranda,1991-03-30,24.1,2016-04-14,69.0,72.0,right,59.0,49.6,48.2,43.6,63.8,53.8,70.0,10.4
Rodnei,1985-09-11,24.75,2016-03-24,65.0,65.0,left,53.0,54.0,56.8,42.8,59.8,55.6,64.0,1.0
Rodri,1990-06-06,24.07,2016-06-16,70.0,72.0,right,58.0,64.2,58.8,78.8,73.4,58.4,14.0,9.4
Rodrigo Aguirre,1994-10-01,22.38,2016-03-31,67.0,74.0,left,59.0,60.2,57.4,64.0,64.8,43.8,19.0,7.8
Rodrigo Andres Battaglia,1991-07-12,22.34,2016-05-26,69.0,71.0,right,75.0,60.6,61.0,66.4,69.6,63.4,60.0,7.8
Rodrigo Antonio,1987-07-27,24.11,2016-04-28,65.0,65.0,right,38.0,47.8,60.0,68.6,64.0,58.8,66.3,9.4
Rodrigo De Paul,1994-05-24,21.52,2016-04-07,76.0,84.0,right,76.0,64.0,76.0,74.0,69.6,56.2,42.3,11.2
Rodrigo Ely,1993-11-03,23.5,2016-03-10,70.0,75.0,right,38.0,33.8,37.6,58.4,58.0,45.8,71.3,10.4
Rodrigo Hernandez,1996-06-22,21.5,2016-05-12,67.0,80.0,right,45.0,47.2,60.2,61.0,58.6,58.8,63.7,9.8
Rodrigo Palacio,1982-02-05,22.74,2016-05-12,79.0,79.0,right,62.0,78.4,75.6,81.2,69.8,71.6,31.3,16.4
Rodrigo Pinho,1991-05-30,22.96,2016-06-02,69.0,73.0,left,62.0,58.4,63.0,65.2,69.2,48.6,17.7,9.8
Rodrigo Rojas,1988-04-09,23.71,2016-04-14,69.0,69.0,right,69.0,65.2,67.4,70.0,74.0,66.2,62.3,12.4
Rodrigo,1991-03-06,23.71,2016-04-28,78.0,82.0,left,74.0,73.0,72.2,79.2,74.0,65.8,27.7,9.2
Rodrigue Casimir Ninga,1993-05-17,22.38,2016-04-14,71.0,76.0,right,65.0,63.8,61.6,72.0,75.0,54.0,14.0,10.0
Roel Brouwers,1981-11-28,22.03,2016-03-10,74.0,74.0,right,29.0,49.4,39.6,45.6,57.0,54.4,78.3,12.0
Rogelio Funes Mori,1991-03-05,24.28,2016-04-07,75.0,78.0,right,68.0,72.2,69.0,75.0,77.2,71.8,53.0,10.8
Roger Espinoza,1986-10-25,23.71,2016-06-16,70.0,70.0,left,69.0,64.2,66.6,74.8,76.4,68.0,68.7,9.8
Roger Johnson,1983-04-28,21.5,2016-03-10,69.0,69.0,right,23.0,43.0,45.4,55.6,54.0,53.0,67.7,10.2
Roger,1991-01-03,23.39,2016-06-30,71.0,75.0,right,63.0,64.8,54.6,74.2,70.2,56.6,21.0,13.0
Roland Alberg,1990-08-06,22.18,2016-06-02,71.0,73.0,right,73.0,68.0,72.8,70.8,72.0,62.4,43.0,11.0
Roland Gigolaev,1990-01-04,22.74,2016-02-25,64.0,65.0,right,60.0,58.8,58.0,69.6,62.8,56.0,49.7,7.4
Roland Juhasz,1983-07-01,25.2,2016-05-05,72.0,72.0,right,54.0,56.4,43.2,52.0,65.0,64.2,70.3,11.4
Rolando Bianchi,1983-02-15,22.98,2016-01-21,73.0,73.0,right,69.0,68.4,57.8,64.0,70.8,63.2,24.0,10.4
Rolando Mandragora,1997-06-29,22.78,2016-04-21,66.0,76.0,left,53.0,55.6,58.8,65.4,61.0,53.0,60.3,13.2
Rolando,1985-08-31,22.0,2016-04-14,72.0,72.0,right,48.0,49.8,56.2,42.6,62.8,56.2,71.3,11.8
Rolf Feltscher,1990-10-06,25.09,2016-01-21,65.0,69.0,right,42.0,51.6,52.4,63.4,67.2,55.6,66.3,11.8
Roly Bonevacia,1991-10-08,22.4,2016-03-17,71.0,76.0,right,69.0,61.4,69.2,73.2,75.0,63.8,62.3,14.6
Romain Alessandrini,1989-04-03,23.42,2016-04-14,76.0,77.0,left,82.0,69.6,74.8,88.0,70.2,57.4,24.3,11.4
Romain Danze,1986-07-03,21.84,2016-02-25,75.0,75.0,right,71.0,65.4,66.4,69.4,69.6,64.0,78.7,9.4
Romain Genevois,1987-10-28,22.38,2016-05-12,72.0,72.0,right,31.0,56.8,48.2,62.4,58.8,52.2,72.0,10.8
Romain Grange,1988-07-21,22.53,2016-03-31,66.0,66.0,right,60.0,58.8,68.4,74.8,63.2,57.8,24.0,9.4
Romain Hamouma,1987-03-29,23.39,2016-04-28,78.0,78.0,right,77.0,74.6,77.4,80.2,70.6,64.2,41.3,11.8
Romain Metannire,1990-03-28,23.67,2016-03-31,71.0,73.0,right,29.0,48.0,51.4,74.4,61.0,62.6,71.7,12.6
Romain Philippoteaux,1988-03-02,23.18,2016-04-28,72.0,72.0,right,66.0,62.4,63.8,78.8,61.0,61.2,37.0,11.0
Romain Reynaud,1983-03-02,25.36,2016-04-28,66.0,66.0,right,28.0,39.6,41.4,44.4,61.8,54.6,64.7,12.4
Romain Saiss,1990-03-26,21.0,2016-02-18,75.0,77.0,left,58.0,58.4,59.6,70.8,66.6,61.8,74.7,10.0
Romain Thomas,1988-06-12,22.52,2016-06-16,74.0,74.0,left,24.0,47.2,44.8,58.2,58.6,54.0,73.0,11.0
Roman Buerki,1990-11-14,24.01,2016-05-12,80.0,83.0,right,14.0,18.0,17.6,56.8,44.0,26.0,14.3,79.2
Roman Gergel,1988-02-22,23.71,2016-04-14,65.0,65.0,right,59.0,60.0,58.2,73.4,64.4,56.0,52.3,10.8
Roman Hubnik,1984-06-06,22.28,2016-06-02,72.0,72.0,right,60.0,56.0,51.4,53.4,65.0,57.2,71.3,8.4
Roman Martinez,1983-03-27,24.28,2016-02-11,69.0,69.0,right,71.0,63.6,70.4,68.6,73.8,58.8,52.3,10.0
Roman Neustaedter,1988-02-18,22.87,2016-05-26,74.0,74.0,right,63.0,59.8,63.0,55.8,69.8,64.8,74.0,12.2
Roman Pavlyuchenko,1981-12-15,23.75,2016-04-21,71.0,71.0,right,79.0,73.0,68.2,57.8,72.8,56.6,28.7,11.6
Roman Weidenfeller,1980-08-06,24.75,2016-05-12,79.0,79.0,left,11.0,16.8,15.0,37.6,41.8,21.6,15.3,73.8
Romario Balde,1996-12-25,22.45,2016-04-28,65.0,73.0,right,61.0,58.8,59.0,73.4,62.2,54.0,25.7,11.0
Romario,1992-06-28,24.55,2016-06-30,65.0,71.0,left,54.0,46.4,47.8,60.4,65.8,48.0,65.7,11.8
Romelu Lukaku,1993-05-13,25.87,2016-01-28,82.0,88.0,left,76.0,74.0,68.0,70.0,81.0,66.4,29.0,10.8
Romeo Castelen,1983-05-03,23.49,2016-04-07,67.0,67.0,right,55.0,58.8,62.4,71.0,55.2,55.2,19.3,11.8
Romero Regales,1986-11-07,26.32,2016-04-28,62.0,62.0,left,62.0,54.0,44.6,43.4,56.2,40.2,15.7,11.6
Romulo,1987-05-22,22.81,2016-05-12,73.0,73.0,right,69.0,65.0,70.4,76.6,70.6,69.2,70.7,8.6
Ron Vlaar,1985-02-16,22.34,2016-02-18,79.0,79.0,right,66.0,55.0,60.2,55.0,71.8,65.8,80.7,9.2
Ron-Robert Zieler,1989-02-12,23.5,2016-02-18,80.0,81.0,right,14.0,15.0,15.4,52.0,38.2,26.2,12.0,77.4
Ronald Zubar,1985-09-20,25.86,2016-04-07,67.0,67.0,right,43.0,51.8,51.4,62.0,66.8,53.0,64.0,9.8
Ronaldo,1990-04-08,24.39,2016-05-12,64.0,64.0,right,52.0,53.8,68.8,65.6,59.4,62.0,56.7,9.0
Roniel,1994-06-02,21.81,2016-04-28,70.0,79.0,right,66.0,60.4,60.4,81.0,63.2,61.8,23.0,11.4
Ronnie Schwartz,1989-08-29,23.87,2016-07-07,68.0,70.0,right,69.0,56.4,53.4,74.2,66.6,61.2,21.0,10.6
Ronny Marcos,1993-10-01,22.45,2016-01-14,65.0,72.0,left,32.0,46.4,47.8,71.6,55.0,49.4,68.3,11.2
Ronny Philp,1989-01-28,23.33,2016-04-21,68.0,68.0,right,37.0,48.4,59.4,71.8,61.0,56.0,70.0,12.0
Ronny,1986-05-11,24.07,2016-05-05,72.0,72.0,left,82.0,68.8,80.8,62.4,67.0,57.8,28.3,13.0
Roque Mesa,1989-06-07,22.76,2016-06-16,73.0,74.0,right,54.0,55.0,61.0,78.6,65.8,66.2,67.7,10.0
Roque Santa Cruz,1981-08-16,22.87,2016-06-23,74.0,74.0,right,62.0,71.8,62.0,51.6,62.8,61.2,24.7,8.2
Rory Fallon,1982-03-20,24.75,2016-05-05,59.0,59.0,left,55.0,56.2,50.0,58.0,66.0,54.8,26.7,11.0
Rory Loy,1988-03-19,21.24,2016-03-10,61.0,61.0,right,36.0,57.6,43.2,73.4,62.8,49.0,22.3,13.4
Ross Barbour,1993-02-01,22.53,2016-03-10,61.0,68.0,right,31.0,46.8,44.4,63.4,52.6,52.4,61.3,10.6
Ross Barkley,1993-12-05,21.57,2016-01-21,80.0,88.0,right,79.0,69.0,71.8,72.6,74.2,67.0,56.0,10.2
Ross Draper,1988-10-20,23.37,2016-03-10,65.0,65.0,right,56.0,52.4,60.8,57.8,69.6,62.4,61.0,11.6
Ross Wallace,1985-05-23,22.76,2016-04-28,69.0,69.0,left,66.0,57.6,69.2,79.2,61.4,65.4,44.0,10.4
Rostyn Griffiths,1988-03-10,24.39,2016-03-10,66.0,66.0,right,46.0,52.6,56.8,58.4,68.8,58.6,64.7,9.8
Roy Beerens,1987-12-22,21.13,2016-03-31,73.0,73.0,right,64.0,61.2,70.4,81.2,62.6,55.0,21.7,11.8
Roy Gelmi,1995-03-01,22.08,2016-03-03,60.0,72.0,right,24.0,42.6,32.2,67.0,56.4,45.2,61.3,11.6
Roy O'Donovan,1985-08-10,20.23,2016-03-31,61.0,61.0,right,52.0,56.8,50.0,80.4,64.6,55.2,18.3,9.4
Ruben Andrade,1982-06-07,22.45,2016-03-10,67.0,67.0,right,68.0,63.8,71.8,64.6,62.4,63.8,47.0,10.8
Ruben Blanco,1995-07-25,19.77,2016-04-14,70.0,81.0,right,15.0,21.0,17.4,55.2,36.2,22.0,14.7,70.0
Ruben Botta,1990-01-30,21.12,2016-03-31,75.0,77.0,left,62.0,62.4,77.0,75.8,58.6,59.6,28.0,9.0
Ruben Fernandes,1986-05-06,22.69,2016-04-28,72.0,72.0,left,51.0,56.2,49.4,66.0,65.8,58.6,72.3,12.2
Ruben Ferreira,1990-02-17,19.39,2016-04-14,76.0,77.0,left,70.0,60.6,72.4,72.8,74.2,66.0,74.7,10.8
Ruben Garcia,1993-07-14,24.9,2016-03-03,74.0,81.0,left,74.0,66.4,73.2,79.2,66.2,61.6,35.0,12.0
Ruben Ligeon,1992-05-24,19.49,2016-06-23,68.0,73.0,right,46.0,54.6,56.8,83.4,61.4,55.4,62.3,9.2
Ruben Lima,1989-10-03,23.48,2016-02-18,68.0,70.0,left,54.0,60.0,66.2,73.0,64.6,61.6,67.7,10.4
Ruben Loftus-Cheek,1996-01-23,22.87,2016-04-21,66.0,80.0,right,47.0,50.0,52.6,64.6,61.0,58.8,64.0,11.6
Ruben Neves,1997-03-13,23.01,2016-03-10,75.0,86.0,right,72.0,68.4,75.6,68.0,73.4,69.4,71.0,11.2
Ruben Perez,1989-04-26,22.81,2016-04-28,76.0,77.0,right,72.0,52.0,63.2,68.0,76.0,70.4,69.3,11.2
Ruben Pinto,1992-04-24,21.9,2016-04-07,71.0,76.0,right,67.0,67.0,71.6,69.4,72.4,69.8,69.0,9.8
Ruben Ribeiro,1987-08-01,21.86,2016-04-14,72.0,72.0,right,72.0,66.8,73.2,75.4,69.2,66.6,45.0,11.4
Ruben Rochina,1991-03-23,22.78,2016-03-24,73.0,77.0,left,81.0,68.2,72.8,68.6,72.8,63.8,39.0,12.0
Ruben Semedo,1994-04-04,24.01,2016-04-21,74.0,82.0,right,58.0,54.0,47.2,64.4,75.8,61.4,69.7,11.8
Ruben Vezo,1994-04-25,23.87,2016-05-12,76.0,83.0,right,55.0,56.4,51.8,68.0,68.6,59.2,78.3,10.4
Ruben,1982-01-29,23.5,2016-03-24,70.0,70.0,right,46.0,43.6,45.4,48.8,60.2,55.0,68.7,12.6
Rubin Okotie,1987-06-06,24.39,2016-04-28,70.0,70.0,right,61.0,65.4,56.2,68.2,69.2,57.0,22.3,10.0
Rubinho,1982-08-04,26.85,2016-01-21,72.0,72.0,right,13.0,18.0,19.0,54.0,40.6,21.0,12.0,71.6
Rubio Rubin,1996-03-01,22.45,2016-05-05,67.0,78.0,right,58.0,60.8,58.8,73.2,64.8,48.8,20.7,12.6
Rudy Gestede,1988-10-10,23.13,2016-04-14,73.0,74.0,right,68.0,65.0,59.0,63.6,77.8,56.8,26.0,9.6
Rudy Riou,1980-01-22,22.69,2016-02-11,69.0,69.0,right,16.0,14.4,15.6,51.2,38.8,27.4,13.0,69.6
Rui Correia,1990-08-23,21.18,2016-04-07,70.0,73.0,left,24.0,43.2,40.8,59.4,50.6,48.4,72.7,11.2
Rui Fonte,1990-04-23,22.73,2016-06-09,71.0,73.0,right,66.0,66.8,66.6,71.4,71.0,55.6,29.7,12.0
Rui Patricio,1988-02-15,23.12,2016-03-10,81.0,81.0,left,11.0,16.6,19.8,58.4,49.8,24.8,12.3,81.2
Rui Pedro,1988-07-02,24.11,2016-04-28,72.0,73.0,right,70.0,64.4,62.4,71.4,70.8,62.8,25.0,10.2
Rui Sampaio,1987-05-29,21.77,2016-02-18,66.0,66.0,right,67.0,60.4,65.6,65.0,67.4,61.4,45.7,9.8
Rui Silva,1994-02-07,24.01,2016-04-21,67.0,76.0,right,14.0,17.4,21.4,35.6,34.6,24.6,14.7,67.0
Rune Almenning Jarstein,1984-09-29,22.62,2016-03-31,76.0,76.0,right,18.0,19.8,18.4,47.0,39.8,22.6,12.3,75.8
Ruslan Malinovsky,1993-05-04,24.27,2016-03-17,71.0,77.0,left,75.0,70.8,72.2,68.4,71.0,63.8,46.3,10.4
Ruud Boffin,1987-11-05,22.53,2016-05-12,73.0,73.0,right,20.0,14.2,16.0,53.0,44.0,26.0,11.3,73.6
Ruud Boymans,1989-04-29,24.25,2016-05-05,73.0,74.0,right,65.0,66.8,48.8,53.2,76.2,59.8,23.0,12.2
Ruud Vormer,1988-05-11,25.25,2016-04-28,76.0,76.0,right,71.0,72.2,72.8,67.8,76.6,76.8,69.0,9.8
Ryad Boudebouz,1990-02-19,23.39,2016-05-05,77.0,79.0,left,76.0,70.6,79.6,75.6,69.4,64.8,30.7,12.4
Ryan Bennett,1990-03-06,22.08,2016-03-10,71.0,73.0,right,20.0,38.2,36.4,54.0,55.2,46.4,73.3,10.8
Ryan Bertrand,1989-08-05,26.83,2016-03-10,78.0,80.0,left,54.0,60.4,67.8,75.8,66.8,63.0,80.7,12.8
Ryan Christie,1995-02-12,22.1,2016-01-07,66.0,77.0,left,57.0,55.2,62.8,71.2,60.6,55.0,42.0,9.8
Ryan Donk,1986-03-30,21.42,2016-03-10,73.0,73.0,right,70.0,64.2,59.6,58.0,77.4,65.6,75.0,11.6
Ryan Dow,1991-06-07,21.12,2016-06-16,64.0,68.0,right,51.0,55.2,60.0,77.2,65.8,52.0,16.0,13.6
